"LocalUserId","DateCreated","LastLogin"
"aravins","2013-08-21",NULL
"bpbowen","2013-08-21","2014-01-29"
"jtrimbl","2013-08-21","2013-12-07"
"cwest5","2013-08-21","2014-09-11"
"ddara","2013-08-21","2014-05-02"
"whalsey","2013-08-21","2015-09-22"
"jrex","2013-08-21","2013-12-05"
"jmaley","2013-08-21","2014-03-11"
"jmd5","2013-08-21","2013-12-07"
"djmoody","2013-08-21","2014-01-26"
"everetw","2013-08-21","2013-12-05"
"adaviss","2013-08-21","2013-08-22"
"joser","2013-08-21","2013-11-30"
"csuggs","2013-08-21","2013-12-04"
"charmon","2013-08-21","2014-12-02"
"niri","2013-08-21",NULL
"csousa","2013-08-21","2013-12-05"
"njh","2013-08-21","2013-12-06"
"hdonell","2013-08-21","2014-06-19"
"nsh","2013-08-21","2013-12-05"
"ctmyers","2013-08-21","2013-12-05"
"rnovak","2013-08-21","2014-01-22"
"dcasell","2013-08-21",NULL
"jassiem","2013-08-21","2014-04-23"
"tbrinso","2013-08-21",NULL
"liangg","2013-08-22","2015-12-01"
"nsareen","2013-08-22","2013-10-07"
"mengyix","2013-08-22","2016-12-07"
"jhj","2013-08-22","2014-03-13"
"jputhum","2013-08-22","2013-12-09"
"xiaoliw","2013-08-22","2015-10-23"
"xiaoyuh","2013-08-22","2016-09-23"
"qiushi","2013-08-23","2016-08-31"
"phazra","2013-08-23","2015-10-11"
"atohidi","2013-08-23","2016-12-11"
"qan","2013-08-23","2014-06-26"
"dlhydev","2013-08-23","2016-08-01"
"chuffma","2013-08-26","2013-11-25"
"ajkerr","2013-08-26","2013-12-03"
"ptallap","2013-08-26","2015-03-17"
"jsledge","2013-08-26",NULL
"jbhewit","2013-08-26","2013-11-08"
"tteasle","2013-08-27","2014-10-30"
"tkimmel","2013-08-27","2014-06-02"
"jcjhnsn","2013-08-27",NULL
"agstodd","2013-08-27",NULL
"chuqiaw","2013-08-27","2015-07-09"
"roverst","2013-08-27","2016-12-14"
"tnhughe","2013-08-27","2013-11-19"
"jharri2","2013-08-28","2014-01-08"
"salahk","2013-08-28","2014-09-25"
"bohua","2013-08-28","2013-11-08"
"sfdavis","2013-08-28","2015-04-03"
"cdtrott","2013-08-28","2013-10-24"
"fcaulde","2013-08-28","2013-10-06"
"etakacs","2013-08-29","2016-10-04"
"lehall","2013-08-29",NULL
"bburkho","2013-08-29","2013-12-02"
"cdtuppe","2013-08-30","2014-04-23"
"sniu","2013-09-02","2016-12-08"
"jmcdavi","2013-09-02","2015-04-07"
"djemec","2013-09-03","2014-10-07"
"mfranks","2013-09-03","2013-11-12"
"yadongh","2013-09-05","2016-10-03"
"xinweig","2013-09-09","2016-12-12"
"gheyne","2013-09-10","2013-09-22"
"eellwoo","2013-09-12","2013-09-12"
"ahine","2013-09-12","2013-09-29"
"igarret","2013-09-13","2013-11-15"
"jzhou2","2013-09-13","2016-03-21"
"shuangs","2013-09-13","2015-07-19"
"pclarke","2013-09-13","2013-09-29"
"mverkai","2013-09-13","2013-09-29"
"niu","2013-09-16",NULL
"evoyles","2013-09-16","2014-04-29"
"schiebl","2013-09-17","2013-09-25"
"sdarabi","2013-09-17","2013-11-08"
"tafrin","2013-09-18","2016-11-14"
"dcronin","2013-09-18","2015-05-06"
"ackerr","2013-09-19","2013-09-21"
"bowenl","2013-09-19","2015-01-29"
"agaland","2013-09-23","2013-11-19"
"sovic","2013-09-27","2014-09-22"
"fgao2","2013-10-01","2015-08-21"
"igetov","2013-10-02","2016-11-29"
"hdfs","2013-10-03",NULL
"yarn","2013-10-03",NULL
"hive","2013-10-03",NULL
"hue","2013-10-03",NULL
"zookeeper","2013-10-03",NULL
"oozie","2013-10-03",NULL
"navellore","2013-10-03","2013-10-24"
"mapred","2013-10-03",NULL
"leonar8","2013-10-04","2013-10-18"
"bkribbs","2013-10-07",NULL
"jvporte","2013-10-07","2013-10-20"
"tlapier","2013-10-07","2013-10-20"
"tmccabe","2013-10-07","2016-10-12"
"xingpel","2013-10-08","2016-04-05"
"deving","2013-10-10","2014-04-29"
"zhuozhl","2013-10-16","2016-09-30"
"blockha","2013-10-17","2014-11-05"
"rgrove","2013-10-18","2016-10-31"
"ekokind","2013-10-18","2016-09-29"
"daruiz","2013-10-18","2016-09-03"
"mltedde","2013-10-21","2013-11-08"
"cmhill","2013-10-21","2013-11-13"
"mengzhg","2013-10-21","2016-12-02"
"mmccoy2","2013-10-23",NULL
"ajenks","2013-10-23","2013-11-15"
"hengjiw","2013-10-23","2016-11-22"
"rnorthu","2013-10-24","2014-11-04"
"kmayers","2013-10-25","2013-11-08"
"ladner","2013-12-11","2016-10-25"
"martinotte","2013-12-04","2016-11-19"
"gsuri","2013-12-12","2014-03-29"
"jmm3","2013-11-12","2013-11-21"
"gzimmer","2013-11-25","2013-12-07"
"mrajabi","2013-11-06","2014-10-15"
"rsilwal","2013-11-18","2014-06-08"
"yukuns","2013-12-09","2015-08-03"
"xiaoyay","2013-12-04","2016-10-03"
"watts4","2013-11-25","2016-11-15"
"zhiminw","2013-11-11","2015-10-08"
"ygowtha","2013-11-19","2015-01-08"
"shanj","2013-11-12","2016-06-01"
"gpachar","2013-12-16","2014-06-19"
"shubhak","2013-12-17","2016-11-09"
"yan5","2013-12-02","2016-11-04"
"atrikut","2013-11-06","2016-12-13"
"mlrodge","2013-11-06","2013-11-08"
"cmosso","2013-11-25",NULL
"msenana","2013-12-03","2016-12-12"
"sshen","2013-11-20","2014-01-07"
"alberry","2013-11-11","2013-11-16"
"chongzh","2013-11-25","2016-05-31"
"nwreddi","2013-12-16","2016-10-20"
"jthawki","2013-12-16","2014-11-21"
"yunhuip","2013-11-07","2016-12-13"
"hbase","2013-11-07",NULL
"emmanuj","2013-12-05","2016-11-30"
"rlmyers","2013-11-06","2016-05-02"
"ayanb","2013-12-16",NULL
"rsilva","2013-11-06","2013-11-15"
"yli6","2013-12-06","2016-11-15"
"sourimd","2013-12-16","2015-05-12"
"calvinc","2013-12-16","2016-12-13"
"zronagh","2013-12-04","2016-12-12"
"ssamoud","2013-11-06","2013-11-22"
"jcoy","2013-11-12","2013-11-12"
"treboul","2014-01-07","2014-03-24"
"jjustus","2014-01-07","2014-04-15"
"uagarwa","2014-01-07","2016-07-28"
"cgropp","2014-01-07","2016-12-13"
"rgeary","2014-01-07","2014-04-14"
"erichey","2014-01-07","2014-04-21"
"nsachde","2014-01-07","2014-06-30"
"jorge","2014-01-07","2014-04-29"
"dwillar","2014-01-07",NULL
"hsummer","2014-01-07","2014-04-14"
"meil","2014-01-07","2015-10-27"
"jppritc","2014-01-07","2014-04-15"
"camccar","2014-01-07","2014-03-28"
"ttresse","2014-01-07",NULL
"spatric","2014-01-07","2014-04-14"
"abertz","2014-01-07","2014-04-14"
"rorr","2014-01-07","2016-09-01"
"ashutos","2014-01-07","2015-03-11"
"nbodtor","2014-01-07","2014-04-08"
"jhull","2014-01-07","2014-04-15"
"nparchu","2014-01-07","2015-07-31"
"calston","2014-01-07","2014-05-02"
"fmcalha","2014-01-07","2014-12-02"
"jbeaudr","2014-01-07","2015-05-01"
"jmbaker","2014-01-07","2014-04-14"
"aberk","2014-01-07","2014-05-21"
"tharrel","2014-01-07","2014-04-15"
"gedison","2014-01-07","2014-04-14"
"jahatfi","2014-01-07","2015-08-14"
"mnbaker","2014-01-07","2014-10-23"
"wdcolli","2014-01-07","2014-11-05"
"tphan","2014-01-07","2014-11-07"
"jthipp","2014-01-07","2014-04-15"
"wvaugha","2014-01-07","2014-04-14"
"megstaton","2014-01-08",NULL
"kaboggs","2014-01-10","2014-01-10"
"junyanw","2014-01-10","2014-07-18"
"wbsutto","2014-01-14","2014-01-14"
"ct2","2014-01-14","2014-03-31"
"luiz","2014-01-14","2014-02-11"
"mearle","2014-01-14","2014-05-13"
"jclewis","2014-01-14","2014-11-13"
"danaw","2014-01-14","2014-04-22"
"myankou","2014-01-14","2015-01-15"
"asockwe","2014-01-14","2016-03-30"
"yanlony","2014-01-14","2014-10-16"
"jmangol","2014-01-14","2014-02-14"
"ybli","2014-01-15","2016-10-13"
"shi6","2014-01-15","2014-11-12"
"jwang8","2014-01-16","2014-11-12"
"ltanner","2014-01-16","2014-05-13"
"bjanvie","2014-01-21","2014-09-08"
"kkwarsi","2014-01-21","2014-07-10"
"ayman","2014-01-21","2014-05-20"
"ccjohns","2014-01-21","2014-09-09"
"dkjacob","2014-01-21","2016-12-06"
"kroush","2014-01-22",NULL
"piersos","2014-01-23","2014-04-16"
"josterb","2014-01-24","2014-04-11"
"chaofew","2014-01-24","2016-12-06"
"jstagg","2014-01-27","2015-01-28"
"cspark","2014-01-27","2015-02-04"
"anaghaj","2014-01-27","2016-06-01"
"salam","2014-01-30","2015-05-19"
"jslaton","2014-01-30","2014-03-06"
"rjsulli","2014-01-30","2014-04-27"
"jmcmanu","2014-01-30","2014-04-28"
"sparasn","2014-01-30","2014-04-26"
"elanes","2014-01-30","2014-04-27"
"saptarc","2014-01-30","2014-06-25"
"tbcook","2014-01-30","2014-05-14"
"caweeks","2014-02-03","2014-03-24"
"ameldru","2014-02-07","2014-11-29"
"rizard","2014-02-10","2016-03-22"
"dexter","2014-02-10","2016-11-28"
"fengcha","2014-02-11","2016-10-02"
"hetalm","2014-02-18","2015-02-24"
"kkenned","2014-02-18","2015-06-19"
"kate1","2014-02-20",NULL
"aligencay","2014-02-20","2016-06-16"
"skhaled","2014-02-21",NULL
"jb","2014-02-21",NULL
"tomlam","2014-02-25","2015-07-03"
"jia4","2014-02-25","2014-02-28"
"vbollap","2014-02-26","2016-12-02"
"salimm","2014-02-27","2015-06-12"
"javier","2014-02-27","2016-12-13"
"hchatur","2014-02-27","2015-12-13"
"xueyuz","2014-02-28","2016-08-19"
"lmccorm","2014-02-28","2014-04-23"
"xuetiny","2014-02-28",NULL
"vpai","2014-02-28",NULL
"dantonf","2014-03-03",NULL
"sbediak","2014-03-03","2014-03-07"
"abhinej","2014-03-03",NULL
"rjschal","2014-03-03","2016-08-26"
"zhou5","2014-03-03","2015-07-22"
"nadelgr","2014-03-04","2016-09-29"
"peterl","2014-03-05","2014-04-16"
"dbarton","2014-03-07","2016-04-29"
"yanweiw","2014-03-10","2014-05-06"
"chowdhu","2014-03-11","2016-12-09"
"wlassit","2014-03-12","2014-04-25"
"ckonger","2014-03-17","2015-10-30"
"ecoope4","2014-03-20","2016-12-12"
"andreluckow","2014-03-20","2016-08-02"
"yilongz","2014-03-28","2016-12-02"
"ckerech","2014-03-28","2014-04-24"
"zhou9","2014-03-28","2015-02-20"
"mmohebu","2014-03-28","2016-11-30"
"bhusain","2014-03-28","2016-08-27"
"irvingm","2014-03-28",NULL
"carmens","2014-04-02","2014-04-08"
"jkbarro","2014-04-04","2016-11-30"
"lanae","2014-04-08","2014-05-12"
"latishc","2014-04-11","2015-03-03"
"jgroppe","2014-04-15","2014-11-18"
"jtoddy","2014-04-18","2014-05-05"
"hcat","2014-04-25",NULL
"ambari-qa","2014-04-25",NULL
"tez2","2014-04-25",NULL
"jiweis","2014-04-28","2014-04-30"
"zwang4","2014-04-28","2014-06-17"
"billhuey1","2014-04-28","2014-05-06"
"sqoop","2014-04-28",NULL
"adelgad","2014-04-28","2014-04-28"
"atkins2","2014-04-29","2016-04-11"
"julianoja","2014-05-01","2015-10-14"
"mcelve2","2014-05-02","2014-05-15"
"mdmoral","2014-05-07","2016-07-16"
"iozsoy","2014-05-09","2016-06-14"
"vis01","2014-05-13","2015-06-17"
"bgolla","2014-05-16","2014-09-22"
"jwanner","2014-05-16","2014-07-07"
"bhindma","2014-05-15","2015-09-30"
"lmontei","2014-05-19","2016-05-06"
"ajbeaty","2014-05-22",NULL
"ssudars","2014-05-23","2016-10-21"
"lkitash","2014-05-23","2016-11-30"
"tbacon","2014-05-28","2016-12-07"
"zeyuz","2014-05-29","2015-12-14"
"yi9","2014-05-30",NULL
"fengd","2014-05-31","2015-06-19"
"vis06","2014-06-02","2015-06-04"
"vis05","2014-06-02","2015-07-07"
"vis04","2014-06-02","2015-08-03"
"vis03","2014-06-02","2015-06-10"
"vis07","2014-06-02","2015-06-04"
"vis08","2014-06-02","2015-06-12"
"hgeorge","2014-06-02",NULL
"vis10","2014-06-02","2015-07-21"
"vis02","2014-06-02","2015-06-04"
"huayil","2014-06-02","2014-09-07"
"wrbeasl","2014-06-02","2015-04-14"
"whanger","2014-06-02","2016-12-05"
"cdatko","2014-06-02","2015-04-12"
"reudc16","2014-06-02","2014-06-16"
"vis09","2014-06-02","2015-08-04"
"dbranum","2014-06-02","2016-04-26"
"reudc18","2014-06-02","2014-06-20"
"reudc17","2014-06-02","2014-06-20"
"tortega","2014-06-02","2014-06-23"
"wmohr","2014-06-02",NULL
"scsu01","2014-06-02","2014-08-01"
"nickbonfatti","2014-06-04","2014-08-22"
"mcateri","2014-06-04","2016-08-17"
"mbaker2","2014-06-04","2014-07-22"
"jmacbet","2014-06-04","2014-09-23"
"klinge2","2014-06-06","2015-05-05"
"katiekubiak","2014-06-06",NULL
"stephenmcgee","2014-06-06",NULL
"edillon","2014-06-12","2014-06-17"
"bgudena","2014-06-12","2016-11-30"
"esadrfa","2014-06-12","2016-12-01"
"bwu2","2014-06-12","2014-11-23"
"kdimarc","2014-06-12","2014-06-20"
"bsholt","2014-06-16","2014-07-15"
"asarker","2014-06-17","2016-03-09"
"trazzag","2014-06-20","2016-01-13"
"dhaemme","2014-06-24","2016-01-20"
"ab7","2014-06-24","2014-08-28"
"vasudevan_v","2014-06-26","2015-05-12"
"mjmilla","2014-06-27","2014-12-01"
"ninadg","2014-06-30","2014-07-20"
"arunm","2014-06-30","2015-06-24"
"ankit","2014-06-30","2015-07-30"
"lilleck","2014-07-02","2016-07-26"
"lcasabi","2014-07-02","2016-12-12"
"jslim","2014-07-03","2016-12-09"
"makbasb","2014-07-07","2015-01-12"
"rambava","2014-07-07","2015-05-21"
"marbran","2014-07-07","2016-12-13"
"xuehens","2014-07-08","2016-04-24"
"btesfal","2014-07-09",NULL
"eehickl","2014-07-14","2014-08-08"
"ddavydo","2014-07-14",NULL
"yaolinz","2014-07-18","2014-08-21"
"stu","2014-07-18","2015-10-20"
"aantao","2014-07-23","2016-10-17"
"dhercul","2014-07-23","2016-04-27"
"kgillet","2014-07-23","2014-07-25"
"xiaoqin","2014-07-29","2015-01-23"
"bbest","2014-07-29","2016-01-25"
"rboyles","2014-07-31","2016-12-05"
"svmille","2014-08-04","2016-05-18"
"rlemert","2014-08-06","2014-08-06"
"jmfarme","2014-08-06","2015-04-03"
"jadamso","2014-08-07","2016-12-13"
"hansw","2014-08-08","2015-02-06"
"aahmadi","2014-08-11","2014-08-29"
"ebharan","2014-08-19",NULL
"lcori","2014-08-19",NULL
"robaker","2014-08-19","2014-11-15"
"csharma","2014-08-19","2016-05-31"
"plokre","2014-08-19","2016-12-14"
"srcampb","2014-08-19","2014-09-18"
"dtmurra","2014-08-19","2014-11-25"
"hlake","2014-08-19","2014-11-28"
"cbarrin","2014-08-19","2014-11-25"
"vmeghar","2014-08-19","2016-11-27"
"pamaren","2014-08-19",NULL
"jhuckab","2014-08-19","2014-11-25"
"sdlee","2014-08-19","2014-11-04"
"cbradsh","2014-08-19","2014-12-25"
"jlsherr","2014-08-19","2015-02-27"
"jwkurtz","2014-08-19","2015-01-07"
"pferrei","2014-08-19","2016-10-31"
"bins","2014-08-19",NULL
"avillat","2014-08-19",NULL
"aantoin","2014-08-19","2014-10-09"
"mscheme","2014-08-19","2014-11-04"
"wrjones","2014-08-19","2014-11-24"
"jingxus","2014-08-19","2016-02-26"
"srodger","2014-08-19","2015-02-05"
"sbanga","2014-08-21","2015-03-11"
"kpilgri","2014-08-22","2014-11-30"
"bpfletc","2014-08-22","2014-12-30"
"kwilhoi","2014-08-22","2015-04-14"
"mlellis","2014-08-22","2014-11-30"
"dsbyrd","2014-08-22","2014-11-24"
"snasrol","2014-08-22","2014-08-30"
"srowe","2014-08-22","2014-11-30"
"haynie","2014-08-22","2014-12-02"
"dab","2014-08-22","2014-12-09"
"kperrin","2014-08-22","2016-02-23"
"smgarci","2014-08-22","2014-11-08"
"kcbrenn","2014-08-22","2015-03-26"
"rvemula","2014-08-22","2015-01-27"
"jbutchk","2014-08-22","2015-04-02"
"jgrabow","2014-08-22","2015-05-04"
"tcannon","2014-08-22","2014-11-16"
"mdozier","2014-08-22","2014-11-08"
"jharmo2","2014-08-22","2014-10-23"
"smets","2014-08-22","2014-11-05"
"bahudso","2014-08-22","2015-02-04"
"snamboo","2014-08-22","2015-04-01"
"mspires","2014-08-22","2016-03-22"
"nglyder","2014-08-22","2016-11-03"
"wstanle","2014-08-22","2015-09-17"
"sdcampb","2014-08-22","2014-11-25"
"cdrenna","2014-08-22",NULL
"ama2","2014-08-22","2014-11-30"
"akutch","2014-08-22","2015-01-28"
"rwjeffc","2014-08-22","2016-03-22"
"wpoehlm","2014-08-23","2016-12-13"
"ekung","2014-08-23","2016-02-18"
"junyil","2014-08-25",NULL
"ebell","2014-08-25","2015-04-18"
"aherzog","2014-08-25","2016-11-30"
"rkwilso","2014-08-25","2014-11-06"
"gpanett","2014-08-25","2014-12-12"
"nhenk","2014-08-25","2014-10-30"
"ygong","2014-08-26","2015-01-26"
"kbrande","2014-08-26","2014-10-30"
"skuang","2014-08-26","2016-12-01"
"cwatcha","2014-08-26","2016-09-17"
"jcmcdon","2014-08-26","2015-02-05"
"klinge3","2014-08-26","2014-10-30"
"wmccusk","2014-08-27","2014-10-09"
"ppicado","2014-08-27","2014-09-26"
"robinsr","2014-08-27","2016-12-02"
"crlittl","2014-08-27","2014-11-27"
"fknoll","2014-08-28","2016-09-15"
"jtomlin","2014-08-28",NULL
"yanbox","2014-08-28","2016-12-11"
"wenzhel","2014-08-28","2015-04-24"
"spoznan","2014-08-28","2014-09-08"
"marahma","2014-08-28","2016-11-22"
"vsounda","2014-08-28","2016-04-18"
"rgrothe","2014-08-28","2014-08-29"
"rjayawa","2014-08-28","2016-11-29"
"vpricha","2014-08-28","2016-09-01"
"xzhao4","2014-08-28","2015-02-05"
"pamiri","2014-08-28","2015-04-09"
"randorf","2014-08-28","2014-12-16"
"zwbrent","2014-08-28","2016-12-06"
"jinxuaq","2014-08-28","2015-11-20"
"kweisen","2014-08-28",NULL
"oleksak","2014-08-28",NULL
"fanchem","2014-08-28","2016-12-14"
"qw","2014-08-28","2014-09-03"
"jlavall","2014-08-28",NULL
"lw5","2014-08-29",NULL
"madale","2014-08-29","2014-08-30"
"ashiraz","2014-08-29","2014-08-29"
"ccornwa","2014-08-29","2014-08-29"
"lzhang8","2014-08-29",NULL
"xingchd","2014-08-29",NULL
"pupadhy","2014-08-29","2016-03-17"
"groche","2014-08-29","2014-08-29"
"daweig","2014-08-29","2014-08-30"
"cdcorne","2014-08-29","2016-11-29"
"jlu3","2014-09-01","2016-09-03"
"paprele","2014-09-01",NULL
"kzielin","2014-09-03","2016-03-28"
"jdeng","2014-09-03","2014-09-04"
"amatsne","2014-09-04","2016-05-15"
"luogend","2014-09-04","2016-06-18"
"nhasabn","2014-09-04","2015-02-18"
"sekhon","2014-09-04","2016-12-01"
"tianhui","2014-09-05","2016-11-02"
"ops","2014-09-08",NULL
"sysbio1","2014-09-08","2016-07-28"
"mengfes","2014-09-09","2016-11-12"
"uscms","2014-09-09",NULL
"melvaj","2014-09-09","2014-09-22"
"rsv","2014-09-08","2016-09-21"
"qianm","2014-09-11","2016-12-13"
"mcbolto","2014-09-15","2015-03-23"
"taoy","2014-09-16","2016-12-04"
"chaoh","2014-09-17","2015-09-01"
"jwhaller13","2014-09-18","2015-07-12"
"nosti","2014-09-19","2014-09-24"
"bwa","2014-09-19","2016-12-08"
"yutingc","2014-09-22",NULL
"sshesma","2014-09-24","2015-09-03"
"jingyuy","2014-09-24","2016-12-13"
"rnatu","2014-09-26","2016-12-07"
"cpee","2014-09-29","2015-04-03"
"cmpee","2014-09-29",NULL
"mcneal","2014-09-29","2014-12-05"
"jmschne","2014-09-29","2016-07-13"
"sgroel","2014-09-29","2016-12-12"
"yeyuz","2014-09-30","2016-12-13"
"rgrazia","2014-09-30",NULL
"pcarbaj","2014-10-02","2016-03-17"
"savery","2014-10-02","2014-10-09"
"cat4","2014-10-02","2015-08-04"
"kenichinomura","2014-10-03","2014-11-04"
"dndawso","2014-10-06","2016-12-13"
"tianjux","2014-10-06","2016-12-13"
"akandha","2014-10-07","2016-12-07"
"rroper","2014-10-07","2014-11-16"
"shuangy09","2014-10-08","2014-11-17"
"qizheng2014","2014-10-08",NULL
"bschwal","2014-10-08","2016-10-06"
"yuhengd","2014-10-08","2016-11-18"
"arghyac","2014-10-09","2016-12-03"
"cwaltze","2014-10-10","2014-10-25"
"nuyun","2014-10-16","2016-09-26"
"wenxinz","2014-10-17","2016-12-06"
"jtzeng","2014-10-20","2015-03-13"
"mdcater","2014-10-21","2015-04-23"
"sthurmo","2014-10-23","2015-01-08"
"yunqinz","2014-10-24","2015-10-01"
"runzhew","2014-10-28","2015-05-06"
"jiazhoz","2014-10-28","2016-12-13"
"spelliz","2014-11-11","2016-12-13"
"zhiqiz","2014-11-11","2016-05-17"
"anm3","2014-11-12",NULL
"lhutton","2014-11-13","2014-11-20"
"vanmey","2014-11-14",NULL
"jingyux","2014-11-14","2014-11-20"
"scadams","2014-11-14",NULL
"truan","2014-11-18","2015-02-01"
"switzef","2014-11-21",NULL
"rburns4","2014-11-21",NULL
"jliu5","2014-11-21",NULL
"rweinbe","2014-11-24",NULL
"zhengql","2014-11-25","2016-01-26"
"shengyl","2014-11-25","2015-04-20"
"dwood2","2014-12-01","2014-12-01"
"branojansik","2014-12-02","2014-12-02"
"kr4","2014-12-03","2016-10-29"
"seksiog","2014-12-08","2016-09-05"
"rmechoo","2014-12-09","2015-10-06"
"ficklinsp","2014-12-09","2016-12-07"
"satadrd","2014-12-10","2014-12-30"
"vcapuan","2014-12-15","2015-06-25"
"bhomcha","2014-12-15",NULL
"yxu4","2014-12-17","2016-10-09"
"cvallab","2015-01-05","2015-02-20"
"rongy","2015-01-05","2015-02-18"
"xm","2015-01-05","2016-11-17"
"sdewolf","2015-01-05","2016-01-13"
"gcoskun","2015-01-05",NULL
"kramnat","2015-01-05","2015-01-30"
"nkoilpi","2015-01-05","2015-01-06"
"ldunwoo","2015-01-05","2016-12-13"
"mmayyan","2015-01-05",NULL
"jtetrea","2015-01-05","2016-12-13"
"sdurais","2015-01-05","2015-03-26"
"mvolont","2015-01-05",NULL
"zlai","2015-01-05","2016-11-29"
"gangw","2015-01-05","2015-11-04"
"jgkenne","2015-01-05","2016-04-25"
"smyers2","2015-01-05","2016-09-01"
"gstephe","2015-01-06",NULL
"yongtal","2015-01-06","2015-12-03"
"phanenc","2015-01-06",NULL
"shanyun","2015-01-06","2016-01-13"
"spasupa","2015-01-06",NULL
"cchandr","2015-01-06","2015-05-13"
"lmuthu","2015-01-06","2016-07-12"
"jhhayes","2015-01-06","2015-01-08"
"pmatta","2015-01-06","2016-09-26"
"tmerrel","2015-01-06",NULL
"mvalera","2015-01-06","2016-01-31"
"sriggs","2015-01-07",NULL
"jks9","2015-01-07","2015-01-08"
"xiz","2015-01-07","2016-10-20"
"vbudnic","2015-01-07","2015-03-11"
"nvinas","2015-01-07","2015-02-18"
"kmohan","2015-01-07","2015-01-08"
"asherwa","2015-01-08","2015-01-08"
"yijun2","2015-01-08","2015-04-16"
"rpan","2015-01-08","2015-01-22"
"mchaudh","2015-01-08","2015-04-15"
"nayanac","2015-01-08","2015-11-19"
"zsun2","2015-01-08","2015-04-24"
"abettad","2015-01-08","2016-09-06"
"zianc","2015-01-08","2015-06-25"
"yongzhs","2015-01-08","2015-04-20"
"rjagade","2015-01-08","2016-09-18"
"kramasu","2015-01-08",NULL
"amitn","2015-01-08","2016-07-15"
"hsinruw","2015-01-08","2015-02-10"
"dachaos","2015-01-08","2016-11-03"
"nxie","2015-01-08",NULL
"jie5","2015-01-08","2015-06-24"
"khe","2015-01-08","2015-01-08"
"wtao","2015-01-08",NULL
"adabral","2015-01-08","2015-01-08"
"saurabr","2015-01-08","2015-10-21"
"pmaniva","2015-01-08",NULL
"shreeng","2015-01-09","2015-01-13"
"zigerst","2015-01-09","2016-12-05"
"bauerli","2015-01-12","2016-04-18"
"mmhoust","2015-01-12","2016-09-16"
"yuanhal","2015-01-12","2015-04-14"
"mjpatte","2015-01-12","2015-04-13"
"xinyil","2015-01-12","2016-05-11"
"arzoom","2015-01-12","2015-12-01"
"tcampb2","2015-01-12","2015-04-14"
"dkwietn","2015-01-12","2016-11-01"
"ctrejo","2015-01-12","2015-04-21"
"prschat","2015-01-12","2016-04-26"
"crmerri","2015-01-12","2015-04-14"
"zmcnell","2015-01-12","2015-07-20"
"dmsiero","2015-01-12","2015-06-06"
"qdong","2015-01-12","2015-04-23"
"pkeyser","2015-01-12","2016-04-06"
"ghelfte","2015-01-12","2015-04-28"
"harshr","2015-01-12","2015-11-19"
"brande2","2015-01-12","2016-09-29"
"cbhulse","2015-01-12","2015-03-26"
"mooney2","2015-01-12","2015-04-14"
"bckenne","2015-01-12","2015-04-21"
"awbrenn","2015-01-12","2015-04-09"
"wmckay","2015-01-12","2015-04-14"
"plbarne","2015-01-12","2016-04-21"
"kvansly","2015-01-12",NULL
"ashchet","2015-01-12","2015-10-15"
"wboatma","2015-01-12","2015-12-01"
"ddevera","2015-01-12","2015-03-26"
"ncappol","2015-01-12","2015-10-05"
"toverfe","2015-01-12","2015-04-14"
"sguptil","2015-01-12","2015-03-26"
"cragan","2015-01-12","2015-03-26"
"price3","2015-01-12","2015-03-26"
"ssarans","2015-01-12","2015-09-07"
"lyan","2015-01-12","2016-12-13"
"nrampur","2015-01-12","2016-04-27"
"jingwei","2015-01-13","2015-05-01"
"pingshl","2015-01-13",NULL
"mel2","2015-01-13","2016-12-13"
"vdsmith","2015-01-13","2015-12-01"
"thu2","2015-01-13","2015-04-08"
"haoyuw","2015-01-13","2016-04-24"
"rkandur","2015-01-14","2016-11-11"
"mdave","2015-01-14","2015-04-28"
"dzhang2","2015-01-14","2015-04-19"
"smadhiv","2015-01-14","2016-12-12"
"zhizhop","2015-01-15","2016-06-07"
"bvaripa","2015-01-15","2016-06-22"
"smulker","2015-01-15","2015-10-07"
"pravee2","2015-01-15","2016-11-15"
"ffan","2015-01-15","2016-10-27"
"marcosm","2015-01-16","2016-12-13"
"chollar","2015-01-20","2015-01-22"
"jfang","2015-01-20","2016-02-20"
"changll","2015-01-20","2016-09-26"
"skadam","2015-01-20","2016-11-20"
"wei6","2015-01-20","2015-10-01"
"clong6","2015-01-20","2015-04-20"
"tkulaks","2015-01-21","2015-05-14"
"emwheel","2015-01-21","2015-03-09"
"sohamap","2015-01-22","2015-04-20"
"avindel","2015-01-22","2015-04-28"
"smunoz","2015-01-22",NULL
"ahnelso","2015-01-22",NULL
"sakibk","2015-01-23","2016-12-10"
"prawal","2015-01-23","2016-12-08"
"yanb","2015-01-26","2015-04-11"
"haotial","2015-01-26","2016-03-24"
"vsoltan","2015-01-26","2015-03-26"
"yuboz","2015-01-26","2015-07-30"
"mryan4","2015-01-27","2015-04-01"
"cobb6","2015-01-27","2015-02-09"
"rauger","2015-01-27",NULL
"spolamu","2015-01-28","2016-07-16"
"digangk","2015-01-28","2015-01-28"
"lguangj","2015-01-29","2016-01-26"
"mpmoers","2015-01-30","2016-11-09"
"ahaseeb","2015-02-05","2015-04-18"
"shoaba","2015-02-05","2015-04-28"
"nmarti3","2015-02-06","2016-10-05"
"xuchenl","2015-02-06","2016-12-08"
"karrisr","2015-02-10",NULL
"rhanger","2015-02-10","2015-04-14"
"fh","2015-02-11","2015-05-22"
"kckohm","2015-02-11","2016-11-30"
