"LocalUserId","DateCreated","LastLogin"
"jkadan","2016-08-17",NULL
"joseph","2016-08-18",NULL
"eblocke","2016-08-18",NULL
"kdburns","2016-08-18",NULL
"jmhanso","2016-08-19",NULL
"malki2","2016-08-19",NULL
"svong","2016-08-19",NULL
"cjdietz","2016-08-19",NULL
"wmotluc","2016-08-19",NULL
"jallen2","2016-08-19",NULL
"akulshr","2016-08-19",NULL
"bhabanisethy","2016-08-19",NULL
"oguzzar","2016-08-21",NULL
"jlc2","2016-08-21",NULL
"mpennel","2016-08-21",NULL
"kwang2","2016-08-21",NULL
"maworkm","2016-08-21",NULL
"dsteen","2016-08-21",NULL
"jmkinar","2016-08-21",NULL
"mrhiggi","2016-08-21",NULL
"milittl","2016-08-21",NULL
"mzarubi","2016-08-21",NULL
"tdburke","2016-08-21",NULL
"gacosta","2016-08-21",NULL
"ckinzie","2016-08-21",NULL
"ywen","2016-08-21",NULL
"tmcvick","2016-08-21",NULL
"ammccar","2016-08-21",NULL
"czeng","2016-08-21",NULL
"aashkeb","2016-08-21",NULL
"jsarasu","2016-08-21",NULL
"zchessm","2016-08-21",NULL
"jdunste","2016-08-21",NULL
"kckoch","2016-08-21",NULL
"cjwest","2016-08-21",NULL
"radolph","2016-08-21",NULL
"ctrull","2016-08-21",NULL
"jsavold","2016-08-21",NULL
"newber3","2016-08-21",NULL
"brw2","2016-08-21",NULL
"jsschmi","2016-08-21",NULL
"sseeman","2016-08-21",NULL
"bannist","2016-08-21",NULL
"prlittl","2016-08-21",NULL
"parkerd","2016-08-21",NULL
"reis2","2016-08-21",NULL
"mdclybu","2016-08-21",NULL
"daniel_wegmann","2016-08-22",NULL
"mnovoad","2016-08-22",NULL
"lijieg","2016-08-22",NULL
"weir4","2016-08-22",NULL
"cmsomme","2016-08-22",NULL
"ssandha","2016-08-22",NULL
"wrlocke","2016-08-22",NULL
"jmforbe","2016-08-22",NULL
"xiangm","2016-08-23",NULL
"dscidummy0","2016-08-24",NULL
"ahunde","2016-08-24",NULL
"kschalk","2016-08-24",NULL
"jmobrie","2016-08-24",NULL
"yifank","2016-08-24",NULL
"btang","2016-08-24",NULL
"wrblack","2016-08-24",NULL
"xianl","2016-08-24",NULL
"rsabhar","2016-08-25",NULL
"sbhatia","2016-08-25",NULL
"rituj","2016-08-25",NULL
"btsheal","2016-08-25",NULL
"awgreen","2016-08-25",NULL
"fpei","2016-08-25",NULL
"akamath","2016-08-25",NULL
"asandil","2016-08-25",NULL
"nrtacke","2016-08-25",NULL
"zuoz","2016-08-25",NULL
"mlu87","2016-08-25",NULL
"fliu2","2016-08-25",NULL
"eledmun","2016-08-25",NULL
"yaxionh","2016-08-25",NULL
"rchowda","2016-08-25",NULL
"yguo3","2016-08-25",NULL
"ramya","2016-08-26",NULL
"chenyac","2016-08-26",NULL
"sbeyene","2016-08-26",NULL
"hrandal","2016-08-27",NULL
"yhang","2016-08-30",NULL
"rhadidi","2016-08-30",NULL
"ctargon","2016-08-31",NULL
"jrwrigh","2016-08-31",NULL
"blester","2016-08-31",NULL
"adishar","2016-08-31",NULL
"jfox","2016-09-01",NULL
"haran_karmaker","2016-09-01",NULL
"jpleona","2016-09-02",NULL
"wenjiz","2016-09-03",NULL
"rsathi","2016-09-03",NULL
"smoni","2016-09-03",NULL
"rmahmud","2016-09-03",NULL
"rpotnur","2016-09-03",NULL
"lsharma","2016-09-03",NULL
"marielf","2016-09-03",NULL
"marisak","2016-09-03",NULL
"mdzadik","2016-09-03",NULL
"slagish","2016-09-03",NULL
"wpu","2016-09-03",NULL
"ehcarte","2016-09-03",NULL
"vrokkam","2016-09-03",NULL
"tiantiy","2016-09-03",NULL
"sgrey","2016-09-03",NULL
"peiyunj","2016-09-03",NULL
"cmcdona","2016-09-03",NULL
"yueyuaz","2016-09-03",NULL
"mengmen","2016-09-03",NULL
"nsengup","2016-09-03",NULL
"kkappag","2016-09-03",NULL
"wmille7","2016-09-03",NULL
"schkoda","2016-09-05",NULL
"taniar","2016-09-05",NULL
"gboatwr","2016-09-05",NULL
"minyouk","2016-09-05",NULL
"jwood6","2016-09-05",NULL
"vpatch","2016-09-05",NULL
"fferdou","2016-09-06",NULL
"hplumpt","2016-09-06",NULL
"pdensin","2016-09-06",NULL
"ktoor","2016-09-07",NULL
"younsuk","2016-09-07",NULL
"mgurav","2016-09-07",NULL
"atarawn","2016-09-07",NULL
"jli8","2016-09-08",NULL
"wtudor","2016-09-08",NULL
"aashwin","2016-09-11",NULL
"woohyel","2016-09-13",NULL
"jpeterk","2016-09-14",NULL
"cmahane","2016-09-15",NULL
"yousefi","2016-09-15",NULL
"mmassar","2016-09-15",NULL
"wcoburn","2016-09-16",NULL
"yunsikc","2016-09-16",NULL
"araveen","2016-09-16",NULL
"edibona","2016-09-16",NULL
"tohallo","2016-09-19",NULL
"rlovele","2016-09-19",NULL
"erashid","2016-09-20",NULL
"succor","2016-09-20",NULL
"mhall6","2016-09-21",NULL
"jahinso","2016-09-22",NULL
"mtaznin","2016-09-22",NULL
"vthirug","2016-09-22",NULL
"jwallog","2016-09-23",NULL
"ksavary","2016-09-23",NULL
"cperuff","2016-09-23",NULL
"peng2","2016-09-25",NULL
"msegant","2016-09-25",NULL
"ggrosha","2016-09-25",NULL
"lz2","2016-09-25",NULL
"kozalas","2016-09-25",NULL
"cjpizap","2016-09-26",NULL
"yuejiaw","2016-09-26",NULL
"thle","2016-09-27",NULL
"arjun","2016-09-27",NULL
"jfrugol","2016-09-28",NULL
"dwhagan","2016-09-29",NULL
"rpauly","2016-09-30",NULL
"bosong","2016-09-30",NULL
"xingsiz","2016-10-02",NULL
"mmsible","2016-10-03",NULL
"bthatip","2016-10-03",NULL
"cmmansf","2016-10-03",NULL
"lawson8","2016-10-04",NULL
"guneetb","2016-10-04",NULL
"woohyeo","2016-10-04",NULL
"padget9","2016-10-04",NULL
"franklp","2016-10-04",NULL
"bleo","2016-10-04",NULL
"yinling","2016-10-04",NULL
"eckard","2016-10-04",NULL
"miriamj","2016-10-04",NULL
"egowan","2016-10-04",NULL
"tbernst","2016-10-04",NULL
"kmdunn","2016-10-04",NULL
"rennar","2016-10-04",NULL
"jbrook9","2016-10-04",NULL
"qhou","2016-10-04",NULL
"radhikd","2016-10-04",NULL
"crheato","2016-10-04",NULL
"rcoots","2016-10-04",NULL
"dan","2016-10-04",NULL
"epeaire","2016-10-04",NULL
"sremy","2016-10-04",NULL
"richb","2016-10-04",NULL
"garret9","2016-10-04",NULL
"townse5","2016-10-04",NULL
"mcwills","2016-10-05",NULL
"sogletr","2016-10-05",NULL
"sabare","2016-10-05",NULL
"danj","2016-10-05",NULL
"elayton","2016-10-06",NULL
"hgao2","2016-10-10",NULL
"jdroger","2016-10-17",NULL
"ayegane","2016-10-18",NULL
"kvig","2016-10-23",NULL
"jbgeddes3","2016-10-23",NULL
"mromano","2016-10-24",NULL
"rhanks","2016-10-25",NULL
"nuppala","2016-10-25",NULL
"nvishwa","2016-10-25",NULL
"epatterson","2016-10-28",NULL
"yyhe","2016-10-28",NULL
"msattir","2016-10-28",NULL
"pozersky1","2016-10-31",NULL
"jalexa9","2016-11-01",NULL
"csallis","2016-11-01",NULL
"srimer","2016-11-01",NULL
"lhurd","2016-11-01",NULL
"easulli","2016-11-02",NULL
"mbinns","2016-11-02",NULL
"wfu","2016-11-03",NULL
"cmkenyo","2016-11-03",NULL
"vbschan","2016-11-03",NULL
"ddetoma","2016-11-04",NULL
"karana","2016-11-04",NULL
"matt_madore","2016-11-09",NULL
"tsewell","2016-11-10",NULL
"vshanka","2016-11-14",NULL
"yunxias","2016-11-15",NULL
"yc4","2016-11-15",NULL
"chunyuy","2016-11-17",NULL
"hafiza","2016-11-17",NULL
"pwfreem","2016-11-17",NULL
"wtwang","2016-11-17",NULL
"kdwhale","2016-11-21",NULL
"aagha","2016-11-22",NULL
"hrathin","2016-11-22",NULL
"jrapose","2016-11-23",NULL
"aganta","2016-11-27",NULL
"ukancha","2016-11-27",NULL
"pratyus","2016-11-27",NULL
"anshumt","2016-11-28",NULL
"jryckma","2016-11-29",NULL
"jmacrae","2016-11-29",NULL
"ylin2","2016-11-29",NULL
"rgift","2016-11-29",NULL
"bernar3","2016-11-29",NULL
"jiananc","2016-12-01",NULL
"jianhuw","2016-12-01",NULL
"yliu22","2016-12-01",NULL
"jiarunz","2016-12-07",NULL
"stewari","2016-12-07",NULL
"sshekha","2016-12-09",NULL
"kkant","2016-12-13",NULL
"vmhatre","2016-12-13",NULL
